#timestamp x y z q_x q_y q_z q_w
1628249306.196424 -0.000003746416496 0.000082267448306 -0.000008441113096 0.012919509821913 -0.001740594912621 0.000022489763777 0.999915024434338
1628249309.202739 0.486865699291229 0.060217868536711 -0.001966352108866 0.015700840704193 0.000450283803924 0.108944525439798 0.993923725052569
1628249310.604952 0.782359302043915 0.181802168488503 -0.001600107643753 0.013494709024582 -0.033128486263205 0.207657379163873 0.977547343664255
1628249311.406489 1.182696819305420 0.327310293912888 -0.014471814967692 0.022319407767689 0.000439129148699 0.313196953010446 0.949425784265133
1628249312.809194 1.464455127716064 0.636673212051392 0.036873262375593 0.014994370590742 -0.012339860438595 0.415647430177892 0.909318486824863
1628249314.211913 1.754764437675476 0.995065271854401 0.040183063596487 0.013666425328516 -0.017788516149581 0.506450025529511 0.861977476012624
1628249315.815340 2.010201215744019 1.602012276649475 0.068053379654884 0.010103623098787 -0.017029889666522 0.597558086828472 0.801581082938039
1628249317.217744 2.076659440994263 2.124546051025391 0.090594612061977 0.009800114021856 -0.016395372042039 0.689662710281508 0.723878785148403
1628249318.019272 2.031191349029541 2.557140827178955 0.092335328459740 0.008166040332279 -0.016399319993232 0.772779282620291 0.634410402217618
1628249318.820831 1.923645138740540 2.952969312667847 0.109942644834518 0.005404284607655 -0.018174157944528 0.845990372012481 0.532860942604232
1628249322.227419 1.500217080116272 3.970195293426514 0.138190463185310 0.005420473647719 -0.018255639889621 0.775829384399855 0.630655307104758
1628249322.828567 1.450578927993774 4.309170722961426 0.136053472757339 0.007939617491592 -0.015073997886741 0.704976005053292 0.709026494117744
1628249323.529952 1.430472731590271 4.723646163940430 0.132507473230362 0.006036150990809 -0.010804720422306 0.616568065106247 0.787204321627461
1628249324.732247 1.526746034622192 5.104620456695557 0.151223897933960 0.006041406752863 -0.003750466453969 0.525012695628984 0.851064688983283
1628249326.335350 1.762829184532166 5.533343315124512 0.152278408408165 0.003267549486506 0.000293080625311 0.435610884408993 0.900129098856667
1628249339.160171 1.885694980621338 5.714051246643066 0.160495817661285 0.003313872189529 0.000551789801928 0.330183813709735 0.943910675298897
1628249340.162158 2.195209980010986 5.929343223571777 0.160165384411812 0.003287941360611 0.006003259779039 0.225987512931019 0.974106151460346
1628249342.967519 3.196530818939209 6.186375141143799 0.137251198291779 0.007298236275658 0.006130997543641 0.233935974565327 0.972205279979776
1628249343.769073 3.534528732299805 6.386784076690674 0.145483300089836 0.006164542665570 0.004872643904275 0.349719873766553 0.936821362719602
1628249344.570636 3.865029573440552 6.759232044219971 0.143482506275177 0.007637220202193 0.005666920515010 0.460018924715487 0.887858179994456
1628249346.574493 4.344015121459961 7.667056560516357 0.145633578300476 0.010392980181022 -0.012985360298010 0.444816150679747 0.895467452493579
1628249347.977208 4.862720012664795 8.258864402770996 0.190348297357559 0.012601942021773 -0.014585196101516 0.336808583593387 0.941375823531589
1628249348.979173 5.364706516265869 8.619209289550781 0.216491252183914 0.013165595369659 -0.009125000718477 0.233810853364170 0.972150135683563
1628249349.780893 5.882024288177490 8.820319175720215 0.209047570824623 0.016346734647409 -0.012972742113404 0.133765943614438 0.990793199692734
1628249351.784585 6.943405151367188 9.044737815856934 0.238924965262413 0.010360023524230 -0.019543419951476 0.211746940172518 0.977074182432815
1628249352.385737 7.327498435974121 9.237580299377441 0.233012303709984 0.011642143437902 -0.000750186941244 0.311476320459323 0.950182298040142
1628249352.986899 7.625789642333984 9.476176261901855 0.255610734224319 0.010792320477749 -0.005196831732455 0.408699080355729 0.912590587544618
1628249354.590355 8.226910591125488 10.304598808288574 0.260906845331192 0.001567599499139 -0.004916089520540 0.420649637394081 0.907208497125035
1628249355.592197 8.643198966979980 10.698489189147949 0.258458644151688 0.000284645492768 0.001487164424446 0.321725120349217 0.946831903906496
1628249357.195155 9.333243370056152 11.330047607421875 0.269585669040680 0.010791944051802 -0.003404867283066 0.429838978984040 0.902834643203464
1628249358.600778 9.977082252502441 12.275444984436035 0.273215413093567 0.006357903550745 -0.001804709822966 0.477398492371184 0.878662050828767
1628249359.603293 10.571413040161133 13.035640716552734 0.281714171171188 0.005573629531484 -0.002140967316885 0.363446224773317 0.931596045832536
1628249360.401246 11.223710060119629 13.519701957702637 0.290646940469742 0.004950112729282 -0.001380318263387 0.241853738164054 0.970299108750251
1628249361.002405 11.731453895568848 13.748721122741699 0.290318369865417 0.004999091386456 -0.002183001473242 0.140932365414739 0.990004197954981
1628249361.603793 12.194937705993652 13.846251487731934 0.292098075151443 0.004651634417296 0.000461454079838 0.033655160872510 0.999422573041066
1628249362.206547 12.550443649291992 13.854642868041992 0.301498651504517 0.005870396094704 -0.000040024883000 -0.070404242147409 0.997501267936713
1628249363.006300 12.989192962646484 13.726707458496094 0.291273593902588 0.007941500429400 -0.003293830967403 -0.204933066992309 0.978738229202075
1628249363.607459 13.342616081237793 13.543248176574707 0.287968128919601 0.008328195049113 -0.001199833024446 -0.324559325376136 0.945827915574141
1628249364.208635 13.670804023742676 13.222269058227539 0.277671396732330 0.007660395847077 0.002230860441916 -0.452719426936519 0.891617329391609
1628249365.511143 14.279895782470703 12.411109924316406 0.252025634050369 0.012427637286240 0.007597525724932 -0.420304809977180 0.907266056977989
1628249366.312691 14.699419021606445 12.060297966003418 0.258767277002335 0.015319300106708 0.003479267456466 -0.299842759043620 0.953859283957186
1628249366.913983 15.110772132873535 11.863382339477539 0.251528143882751 0.019378632311509 -0.000820051872051 -0.153833411302553 0.987906411403268
1628249367.317090 15.464133262634277 11.823823928833008 0.248199537396431 0.018236482025703 -0.002794152121536 -0.030158558642021 0.999374846980793
1628249367.715455 15.856540679931641 11.844579696655273 0.242562457919121 0.020043160026205 -0.002158966977282 0.108974109426700 0.993840155192178
1628249368.116203 16.227476119995117 11.883038520812988 0.244026005268097 0.018694441455847 -0.001532398813965 0.239804771424300 0.970639913260663
1628249369.218309 17.225906372070312 12.384868621826172 0.250689029693604 0.008893380438091 0.005239661186362 0.150727223552442 0.988521500937237
1628249369.819608 17.681091308593750 12.529251098632812 0.253157794475555 0.007116383366080 0.007229840077232 0.029298930957585 0.999519213994902
1628249370.621199 18.124767303466797 12.538906097412109 0.248822882771492 0.006649272389151 0.007451666342912 -0.098520539588489 0.995084902470438
1628249371.222192 18.489458084106445 12.428309440612793 0.234019175171852 0.004697254545791 0.008296031308174 -0.218413173110269 0.975809816242986
1628249371.824257 18.912227630615234 12.202981948852539 0.223509371280670 0.002379023633429 0.009605078540156 -0.357675477794767 0.933793518555935
1628249372.224120 19.163702011108398 11.962210655212402 0.220101922750473 0.001665079437586 0.010096340287363 -0.451626101626264 0.892148617525764
1628249373.326260 19.609987258911133 11.098133087158203 0.193291351199150 0.003822649707049 0.007998557027893 -0.550225270400629 0.834969198382338
1628249374.728973 20.015752792358398 10.142740249633789 0.173711493611336 0.007830111492636 0.011883244009716 -0.575491846435126 0.817683687346463
1628249376.131704 20.330749511718750 9.176170349121094 0.147277891635895 0.006545820517219 0.008779754194031 -0.598004978463130 0.801417565245085
1628249376.733297 20.522163391113281 8.729356765747070 0.131483092904091 0.007591162813872 0.005459274566193 -0.509068675798260 0.860675115179561
1628249377.133623 20.683944702148438 8.463150978088379 0.119072258472443 0.008394889896870 0.004018043667913 -0.419958848540929 0.907495425156997
1628249377.534418 20.922246932983398 8.228200912475586 0.125976592302322 0.008660383703218 0.002190983299381 -0.317955284175496 0.948063623714767
1628249377.935175 21.216650009155273 8.048818588256836 0.124662049114704 0.009302656591638 0.002165062856912 -0.206572510392843 0.978384674365437
1628249378.335979 21.521600723266602 7.941668033599854 0.113238468766212 0.010971969560822 0.001344112456489 -0.092175849661662 0.995681385778006
1628249378.736742 21.844755172729492 7.905913829803467 0.113364323973656 0.009780641173709 -0.000553766499071 0.013233655808785 0.999864442189455
1628249380.139598 22.965972900390625 8.074311256408691 0.129258230328560 0.004879760524283 -0.000907304579515 -0.007909496070451 0.999956401353348
1628249380.740632 23.467977523803711 8.031942367553711 0.127169013023376 0.003402707238869 0.001203559949123 -0.124053645892443 0.992268948404457
1628249381.341770 23.951473236083984 7.868394374847412 0.120775759220123 0.003102693975771 0.002667668882677 -0.264919990509371 0.964261715231575
1628249381.742584 24.242870330810547 7.693959236145020 0.105777300894260 0.003313428254811 0.002816067129699 -0.363614274882571 0.931539451693133
1628249382.143354 24.527458190917969 7.441182613372803 0.112572126090527 0.002103082246105 0.003679060816237 -0.462152786961060 0.886790191116648
1628249382.544450 24.723087310791016 7.133857727050781 0.111517578363419 -0.000279772377035 0.004925308570098 -0.553380085006068 0.832914248036125
1628249383.145274 24.902006149291992 6.657884597778320 0.092926308512688 -0.002442716100990 0.006848565405388 -0.668825990511619 0.743383430475882
1628249383.746432 24.962106704711914 6.216981887817383 0.093169897794724 -0.002545205176804 0.007926429672600 -0.758251379724449 0.651909149183552
